stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,dk_title,dk_description,ru_title,ru_description
omaha_hi_lo_flop,Other players’ actions,4,omaha_hi_lo_flop_4,91,61,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot in pot-limit versions of this game. ",Other players’ actions,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot in pot-limit versions of this game. ",Handlungen der anderen Spieler,"Nach dem ersten Einsatz haben die übrigen Spieler drei Optionen: mitgehen, erhöhen, aussteigen (oder den Pot erhöhen, in den Pot-Limit-Versionen dieses Spiels).",Opciones del resto de jugadores,"Una vez que se ha hecho la apuesta inicial, el resto de jugadores tiene estas opciones: pagar, subir, tirarse o subir el bote en las versiones pot limit.",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere fire muligheder: De kan calle, raise, folde eller raise puljen i Pot Limit-versionen af spillet.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будет три варианта хода: они могут уравнять ставку, поднять ее, пасовать или поднять банк (в разновидностях игры с пот-лимитом)."
omaha_hi_lo_flop,End of betting,5,omaha_hi_lo_flop_5,9,38,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.  If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round comes to an end.",End of betting,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.  If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round comes to an end.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie in der Pre-Flop-Runde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas. Si todos los jugadores deciden pasar en el ronda de apuestas, es decir no hay apuestas nuevas, el bote sigue con la misma cantidad de fichas que en la ronda pre-flop. Si todos los jugadores, excepto uno, se tiraran en la ronda de apuesta, el jugador que no se haya tirado gana el bote, y termina la mano.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter preflop-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter.",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили сделать чек в текущем раунде торгов (то есть новых ставок нет), банк остается таким же, как и в раунде префлопа. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается."
omaha_hi_lo_turn,Turn,1,omaha_hi_lo_turn_1,68,50,The fourth face-up community card is dealt on the table.,Turn,The fourth face-up community card is dealt on the table.,Turn,"Die vierte Gemeinschaftskarte wird offen am Pokertisch ausgegeben.",Turn,Una cuarta carta comunitaria se saca al centro de la mesa.,Turn,Det fjerde fælleskort lægges på bordet med billedsiden opad.,Терн,На покерный стол в открытую сдается четвертая общая карта.
omaha_hi_lo_turn,Betting limit,2,omaha_hi_lo_turn_2,40,21,"The betting limit is raised to the higher table stakes, which is usually double the lower stake. For example, in a $2/$4 limit game the highest bet amount is equal to $4.",Betting limit,"The betting limit is raised to the higher table stakes, which is usually double the lower stake. For example, in a $2/$4 limit game the highest bet amount is equal to $4.",Einsatzlimit,"Das Einsatzlimit wird auf den höheren Einsatz am Tisch erhöht, der in der Regel das Zweifache des niedrigeren Einsatzes beträgt. Beispielsweise entspricht der Höchsteinsatz in einem 2 USD/4 USD-Limitspiel 4 USD.",Límite de apuestas,"El límite de apuestas sube al límite alto de la mesa, que es el doble del límite bajo. Por ejemplo, en una partida 2/4 limit, el límite alto es 4.",Indsatsgrænser,"Indsatsgrænsen stiger til bordets øvre indsatsgrænse, hvilket typisk er det dobbelte af den nedre grænse. I et 2 $/4 $ Limit-spil er den øvre indsatsgrænse f.eks. 4 $.",Лимит ставок,"Лимит ставок повышается до верхнего лимита стола, который обычно составляет в два раза больше нижнего лимита. Например, в игре с лимитом 2$/4$, максимальный размер ставки равен 4$."
omaha_hi_lo_turn,First player’s actions,3,omaha_hi_lo_turn_3,83,10,"The first person to act is the first active player to the left of the dealer. 
They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first active player to the left of the dealer. 
They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer.Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Opciones del primer jugador,"La primera persona en actuar es el primer jugador activo sentado a la izquierda del dealer. Tiene dos opciones: pasar o apostar. Si el primer jugador pasa, la acción continúa en el siguiente jugador en el sentido de las agujas del reloj. ",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling.

Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым ходит первый активный игрок слева от дилера.

У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (пропускает ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_lo_turn,Other players’ actions,4,omaha_hi_lo_turn_4,67,90,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot, in pot-limit versions of this game.",Other players’ actions,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot, in pot-limit versions of this game.",Handlungen der anderen Spieler,"Nach dem ersten Einsatz haben die übrigen Spieler drei Optionen: mitgehen, erhöhen, aussteigen (oder den Pot erhöhen, in den Pot-Limit-Versionen dieses Spiels).",Opciones del resto de jugadores,"Una vez que se ha hecho la apuesta inicial, el resto de jugadores tiene estas opciones: pagar, subir, tirarse o subir el bote en las versiones pot limit.",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere fire muligheder: De kan Calle, raise, folde eller raise puljen i Pot Limit-versionen af spillet.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будет три варианта хода: они могут уравнять ставку, поднять ее, пасовать или поднять банк (в разновидностях игры с пот-лимитом)."
omaha_hi_lo_turn,End of betting,5,omaha_hi_lo_turn_5,9,37,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends. ",End of betting,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends. ",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Flop-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet. ",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas. Si todos los jugadores deciden pasar en el ronda de apuestas, es decir no hay apuestas nuevas, el bote sigue con la misma cantidad de fichas que en la ronda del flop. Si todos los jugadores, excepto uno, se tiraran en la ronda de apuesta, el jugador que no se haya tirado gana el bote, y termina la mano.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter flop-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter. ",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили сделать чек в текущем раунде торгов (то есть новых ставок нет), сумма в банке остается такой же, как и после флоп-раунда торгов. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается. "
omaha_hi_lo_river,River,1,omaha_hi_lo_river_1,78,50,The fifth and final face-up community card is dealt on the table.,River,The fifth and final face-up community card is dealt on the table.,River,"Die fünfte und letzte Gemeinschaftskarten wird offen am Pokertisch ausgegeben.",River,La quinta y última carta comunitaria se saca al centro de la mesa.,River,Det femte og sidste fælleskort lægges på bordet med billedsiden opad.,Ривер,На покерный стол в открытую сдается пятая и последняя общая карта.
omaha_hi_lo_river,Betting limit,2,omaha_hi_lo_river_2,40,21,"The betting limit is raised (as on the turn) to the higher table stakes, which is usually double the lower stake. For example, in a $2/$4 limit game the highest bet amount is equal to $4.",Betting limit,"The betting limit is raised (as on the turn) to the higher table stakes, which is usually double the lower stake. For example, in a $2/$4 limit game the highest bet amount is equal to $4.",Einsatzlimit,"Das Einsatzlimit wird (wie in der Turn-Runde) auf den höheren Einsatz am Tisch erhöht, der in der Regel das Zweifache des niedrigeren Einsatzes beträgt. Beispielsweise entspricht der Höchsteinsatz in einem 2 USD/4 USD-Limitspiel 4 USD.",Límite de apuestas,"El límite de apuestas es el mismo que en el turn, el límite alto de la mesa, que es el doble del límite bajo. Por ejemplo, en una partida 2/4 limit, el límite alto es 4.",Indsatsgrænser,"Indsatsgrænsen svarer (ligesom på turn) til bordets øvre indsatsgrænse, hvilket typisk er det dobbelte af den nedre grænse. I et 2 $/4 $ Limit-spil er den øvre indsatsgrænse f.eks. 4 $.",Лимит ставок,"Лимит ставок повышается (как и в терн-раунде) до верхнего лимита стола, который обычно составляет в два раза больше нижнего лимита. Например, в игре с лимитом 2$/4$ максимальный размер ставки равен 4$."
omaha_hi_lo_river,First player’s actions,3,omaha_hi_lo_river_3,81,10,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer. Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Opciones del primer jugador,"La primera persona en actuar es el primer jugador activo sentado a la izquierda del dealer. Tiene dos opciones: pasar o apostar. Si el primer jugador pasa, la acción continúa en el siguiente jugador en el sentido de las agujas del reloj. ",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling. Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым ходит первый активный игрок слева от дилера. У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (пропустить ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_lo_river,Other players’ actions,4,omaha_hi_lo_river_4,66,90,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot, in pot-limit versions of this game.",Other players’ actions,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot, in pot-limit versions of this game.",Handlungen der anderen Spieler,"Nach dem ersten Einsatz haben die übrigen Spieler drei Optionen: mitgehen, erhöhen, aussteigen (oder den Pot erhöhen, in den Pot-Limit-Versionen dieses Spiels).",Opciones del resto de jugadores,"Una vez que se ha hecho la apuesta inicial, el resto de jugadores tiene estas opciones: pagar, subir, tirarse o subir el bote en las versiones pot limit.",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere fire muligheder: De kan calle, raise, folde eller raise puljen i Pot Limit-versionen af spillet.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будет три варианта хода: они могут уравнять ставку, поднять ее, пасовать или поднять банк (в разновидностях игры с пот-лимитом)."
omaha_hi_lo_river,All-in,5,omaha_hi_lo_river_5,9,38,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in). ",All-in,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in). ",All-In,"All-In ist ein Einsatz, bei dem alle Chips einen Spielers im Pot platziert werden. Wenn ein Spieler eine Hand weiterspielen möchte, jedoch nicht genügend Geld besitzt, um beim aktuellen Einsatz mitzugehen, kann er mit dem Betrag, den er übrig hat, einen All-In-Einsatz platzieren.

Wenn der All-In-Player die Hand gewinnt, kann er jedoch nur den Gesamtbetrag seines Stack in Anspruch nehmen. Mit anderen Worten, wenn er einen All-In-Einsatz in Höhe von 25 USD setzt und seine beiden Gegner jeweils 100 USD gesetzt haben, kann er von jedem Spieler nur 25 USD gewinnen. Er gewinnt also insgesamt 75 USD; dieser Betrag schließt seinen All-In-Einsatz von 25 USD ein. 
",All-in,"All-in es una apuesta de todas las fichas del jugador. Normalmente, si un jugador quiere seguir en la mano y no tiene fichas suficientes para pagar la apuesta, pueden ir all-in por la cantidad de fichas que le queden.

Si el jugador gana la mano, solo puede reclamar la cantidad de su stack; en otras palabras, si un jugador va all-in por 25, y sus oponentes tiene 100 cada uno, solo puede ganar 25 de cada rival, un total de 75 incluyendo sus 25.",Allin,"Allin er en indsats, der placerer alle spillerens chips i puljen. Hvis en spiller ønsker at fortsætte i en hånd uden at have tilstrækkeligt med chips til at calle den aktuelle indsats, kan han eller hun som regel gå allin for den mængde chips, der nu engang er tilbage i vedkommendes stack.

Hvis allin-spilleren vinder hånden, vinder vedkommende imidlertid ikke mere end det samlede beløb i hans eller hendes stack. Med andre ord kan en spiller, der går allin for 25 $ mod to modstandere med hver deres 100 $, kun vinde 25 $ fra hver modstander. Allin-spillerens samlede gevinst bliver derfor 75 $ (inklusive spillerens egen indsats på 25 $). ",Олл-ин (ва-банк),"Олл-ин (ва-банк) — это ставка, при которой игрок передает в банк все свои фишки. Как правило, если игрок хочет продолжать игру, но у него недостаточно денег, чтобы уравнять текущую ставку, он может пойти ва-банк на любую сумму, оставшуюся в стеке.

Однако, если игрок, пошедший ва-банк, выигрывает партию, он может претендовать только на сумму своего стека. Другими словами, если игрок идет ва-банк, поставив 25$, а два его соперника поставили по 100$ каждый, он может выиграть только 25$ у каждого игрока, получив в сумме 75$ (включая свой олл-ин на 25$). "
omaha_hi_lo_river,End of betting,6,omaha_hi_lo_river_6,28,21,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends. ",End of betting,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends. ",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Flop-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet. 
",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas. Si todos los jugadores deciden pasar en el ronda de apuestas, es decir no hay apuestas nuevas, el bote sigue con la misma cantidad de fichas que en la ronda del turn. Si todos los jugadores, excepto uno, se tiraran en la ronda de apuesta, el jugador que no se haya tirado gana el bote, y termina la mano.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter turn-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter. ",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили сделать чек в текущем раунде торгов (то есть новых ставок нет), сумма в банке остается такой же, как и после флоп-раунда торгов. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается. "
omaha_hi_lo_showdown,The hand,1,omaha_hi_lo_showdown_1,84,50,"To form the best five-card low and/or high hand combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",The hand,"To form the best five-card low and/or high hand combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",Die Hand,"Um die beste niedrige und/oder hohe Hand mit fünf Karten zu bilden, müssen die Spieler zwei – und nur zwei – ihrer vier Taschenkarten und drei der fünf Gemeinschaftskarten verwenden.",La mano,"Para formar la mejor mano de cinco cartas, tanto la alta como la baja, los jugadores deben usar dos cartas de las cuatro particulares y tres de las cinco comunitarias.",Hånden,Spillerne skal sammensætte den laveste og/eller den højeste kombination af fem kort ud fra to – og kun to – af deres fire hole cards og tre af de fem fælleskort på bordet.,Рука,"Чтобы собрать лучшую лоу и/или хай комбинацию из пяти карт, игроки должны использовать две и только две из четырех закрытых карт, а также любые три из пяти общих карт."
omaha_hi_lo_showdown,The order at showdown,2,omaha_hi_lo_showdown_2,89,90,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first.",The order at showdown,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first.",Die Reihenfolge beim Showdown,"Der erste Spieler, der seine Karten zeigt, ist der Spieler, der dem SB am nächsten ist. Die Spieler zeigen im Uhrzeigersinn um den Tisch herum nacheinander ihre Karten. In Live-Spielen ist es jedoch allgemein üblich, dass der Spieler, der zuletzt gesetzt oder erhöht hat – und mit dem mitgegangen wurde – seine Karten zuerst zeigt.",El orden en el showdown,El primer jugador en mostrar sus cartas es el que esté más cerca de la ciega pequeña. Los jugadores continúan en el sentido de las agujas del reloj mostrando sus cartas. En las partidas en vivo es habitual que el jugador que haya hecho la última apuesta o subida y se la hayan pagado sea el primero en enseñar.,Rækkefølge ved showdown,"Den spiller, der er nærmest ved SB, skal vise sine kort først. Herefter viser spillerne deres kort efter tur med uret rundt om bordet. I livespil er det imidlertid almindeligt, at den spiller, der sidst placerede en indsats eller raisede – og blev callet – viser først.",Порядок раскрытия карт,"Первым свои карты показывает игрок, ближайший к SB. Игроки показывают свои карты по часовой стрелке. Однако в живой игре обычно первым раскрывается игрок, который делает или поднимает ставку последним и ставку которого уравнивают."
omaha_hi_lo_showdown,Hi hand,3,omaha_hi_lo_showdown_3,7,30,High hands are formed in accordance with the standard poker hands ranking chart.,Hi hand,High hands are formed in accordance with the standard poker hands ranking chart.,Hohe Hand,"Hohe Hände werden entsprechend den standardmäßigen Rangfolgediagrammen für Pokerhände gebildet.",Mano alta,La mano alta se forma igual que el ranking de manos de póker.,Hi-hånd,Høje hænder rangeres efter standardranglisten for pokerhænder.,Высокая рука,Высокие руки формируются в соответствии со стандартными правилами старшинства покерных комбинаций.
omaha_hi_lo_showdown,Lo hand,4,omaha_hi_lo_showdown_4,58,10,"Low hands are formed by using the eight lowest cards in the deck, i.e. eight through ace. The best possible low is 5-4-3-2-A. You must still use only two of the four hole cards along with any three community cards. You can use different cards to form your best highest and lowest combinations.",Lo hand,"Low hands are formed by using the eight lowest cards in the deck, i.e. eight through ace. The best possible low is 5-4-3-2-A. You must still use only two of the four hole cards along with any three community cards. You can use different cards to form your best highest and lowest combinations.",Niedrige Hand,"Niedrige Hände werden mit den acht niedrigsten Karten im Spiel gebildet, d. h. mit Acht bis Ass. Die beste niedrige Hand, die möglich ist, ist 5-4-3-2-A. Sie dürfen auch hier nur zwei der vier Taschenkarten und drei beliebige Gemeinschaftskarten verwenden. Sie können verschiedene Karten verwenden, um Ihre beste hohe und Ihre beste niedrige Kombination zu bilden.",Mano baja,"La mano baja se forma entre las ocho cartas más bajas de la baraja, del ocho al as. La mejor mano baja posible es 5-4-3-2-A. Debes usar dos de tus cuatro cartas particulares junto a tres de las cinco comunitarias. Puedes usar cartas distintas para formar la mano alta y la baja.",Lo-hånd,"Lave hænder sammensættes med de otte laveste kort i bunken, altså fra ottere ned til esser. Den bedst mulige lave hånd er 5-4-3-2-A. Du må stadig kun bruge to af de fire hole cards og tre af fælleskortene på bordet. Du må gerne bruge forskellige kort til at sammensætte din højeste og din laveste kombination.",Низкая рука,"Низкая рука формируется из восьми младших карт в колоде, т. е. карт от восьмерки до туза. Лучшей возможной лоу комбинацией является 5-4-3-2-A. При сборе лоу комбинации игроки также должны использовать две карты из числа четырех своих закрытых карт и любые три карты из числа пяти общих карт. Для формирования лучших хай и лоу комбинаций можно использовать разные карты."
omaha_hi_lo_showdown,The winner/winners,5,omaha_hi_lo_showdown_5,50,63,"There can be one or two winners in Omaha Hi-Lo. The chips in the pot are split 50/50 between the players with the highest hand and the lowest hand, as long as there is a qualifying low hand. If there is no qualifying low hand, the player with the highest hand wins all the money in the pot. 

It is also possible that one player could form both the best high and low hand, at the same time. In those instances, that player “scoops” - wins the whole pot. ",The winner/winners,"There can be one or two winners in Omaha Hi-Lo. The chips in the pot are split 50/50 between the players with the highest hand and the lowest hand, as long as there is a qualifying low hand. If there is no qualifying low hand, the player with the highest hand wins all the money in the pot. 

It is also possible that one player could form both the best high and low hand, at the same time. In those instances, that player “scoops” - wins the whole pot. ",Der Gewinner/die Gewinner,"Im Omaha Hi-Lo kann es einen oder zwei Gewinner geben. Die Chips im Pot werden 50/50 zwischen den Spielern mit der höchsten und der niedrigsten Hand aufgeteilt, wenn es eine qualifizierte niedrige Hand gibt. Wenn es keine qualifizierte niedrige Hand gibt, gewinnt der Spieler mit der höchsten Hand das gesamte Geld im Pot.Es ist auch möglich, dass ein einzelner Spieler gleichzeitig die beste hohe und die beste niedrige Hand bilden kann. In diesem Fall gewinnt der betreffende Spieler den gesamten Pot. ",Ganador / Ganadores,"Puede haber uno o dos ganadores en Omaha Hi-Lo. Las fichas en el bote se reparten al 50% entre los jugadores con la mano alta y la baja, siempre que la baja sea válida. Si no hay mano baja válida, el jugador con la mano alta se lleva todo el bote.

También es posible que un jugador pueda formar tanto la mejor mano alta como la mejor mano baja al mismo tiempo. En este caso el jugador se lleva todo el bote. ",Vinderen/vinderne,"Der kan være både én og to vindere i Omaha Hi-Lo. Chipsene i puljen deles 50/50 mellem spilleren med den højeste hånd og spilleren med den laveste hånd, så længe den lave hånd er kvalificeret. Hvis der ikke er nogen kvalificeret lav hånd, vinder spilleren med den højeste hånd hele puljen.

Det er ikke umuligt, at den samme spiller sidder med både den højeste og den laveste hånd på samme tid. Når det sker, snupper han eller hun hele puljen. ",Победитель/победители,"В Omaha Hi-Lo может быть один или два победителя. Фишки в банке делятся 50/50 между игроками с лучшей высокой и лучшей низкой рукой, при наличии подходящей низкой руки. Если подходящей низкой руки нет, все деньги в банке достаются игроку с лучшей высокой рукой.

Также возможна ситуация, когда лучшая хай и лоу комбинация находятся на руках одного игрока. В таких случаях происходит «скуп» — игрок забирает весь банк. "
,,,,,,,,,,,,,,,,
seven_card_stud_setup,Lower Table Limit,1,seven_card_stud_setup_1,75,43,"The lower table limit is the minimum bet within a game. Table betting limits are fixed and vary from table to table, giving players an option to decide how much they are willing to wager.",Lower Table Limit,"The lower table limit is the minimum bet within a game. Table betting limits are fixed and vary from table to table, giving players an option to decide how much they are willing to wager.",Mindesteinsatz des Tisches,"Der Mindesteinsatz an einem Tisch ist das untere Einsatzlimit in einem Spiel. Einsatzlimits sind an jedem Tisch festgelegt und von Tisch zu Tisch unterschiedlich, sodass Spieler vorab entscheiden können, wie viel sie bereit sind einzusetzen.",Límite bajo de la mesa,"El límite bajo es la apuesta mínima de la partida. Los límites de apuesta son fijos y cambian de mesa a mesa, dándoles a los jugadores la opción de decidir cuánto quieren apostar.",Nedre bordgrænse,"Den nedre bordgrænse er minimumindsatsen i et spil. Indsatsgrænserne ved et bord er faste, men varierer fra bord til bord, så spillerne på forhånd kan vælge, hvor store beløb de vil spille for.",Малая ставка,"Малая ставка — это минимальная ставка за конкретным столом. Лимиты ставок фиксированы и отличаются в зависимости от стола, давая игрокам возможность выбирать, как дорого они хотят играть."
seven_card_stud_setup,Higher Table Limit,2,seven_card_stud_setup_2,75,60,The higher table limit is a maximum bet within a game. The higher table limit is usually twice the amount of the lower table limit. ,Higher Table Limit,The higher table limit is a maximum bet within a game. The higher table limit is usually twice the amount of the lower table limit. ,Höchsteinsatz des Tisches,"Der Höchsteinsatz an einem Tisch ist das obere Einsatzlimit in einem Spiel. Der Höchsteinsatz entspricht in der Regel dem Doppelten des Mindesteinsatzes an einem Tisch. ",Límite alto de la mesa,El límite alto es la apuesta máxima de la partida. El límite alto suele ser el doble de la cantidad del límite bajo.,Øvre bordgrænse,Den øvre bordgrænse er maksimumindsatsen i et spil. Den øvre bordgrænse er typisk det dobbelte af den nedre bordgrænse. ,Большая ставка,Большая ставка — это максимальная ставка за конкретным столом. Большая ставка обычно в два раза больше малой ставки. 
seven_card_stud_setup,Dealer,3,seven_card_stud_setup_3,29,9,The dealer is a table position which is is indicated with a ‘D’ marker. The dealer position in Seven Card Stud poker determines the order of dealing cards to players.,Dealer,The dealer is a table position which is is indicated with a ‘D’ marker. The dealer position in Seven Card Stud poker determines the order of dealing cards to players.,Dealer,"Der Dealer ist eine Position am Tisch, die mit einem „D“ gekennzeichnet ist. Die Dealer-Position beim Seven Card Stud-Poker bestimmt, in welcher Reihenfolge Karten an die Spieler ausgeteilt werden.",Dealer,El dealer en Seven Card Stud es la posición en la mesa indicada con una ‘D’. En Seven Card Stud el dealer determina el orden en el que se reparten las cartas.,Dealer,"Dealeren er en position ved bordet, der markeres med en form for knap med et ""D"" på. Dealerpositionen i 7-Card Stud afgør, i hvilken rækkefølge spillerne får tildelt kort.",Дилер,"Дилер — это позиция за столом, отмеченная маркером ‘D’. Позиция дилера в Seven Card Stud определяет порядок, в котором игроки получают карты."
